"","game_str","play_id","valid_steal","first_baserunner.x","second_baserunner.x","diagonalpitch_time","diagonalexchange_time","diagonalpop_time","sb_entry_time","sb_entry_x","eb_entry_y","tb_entry_time","tb_entry_x","tb_entry_y","fb_start_time","fb_start_x","fb_start_y","sb_start_time","sb_start_x","sb_start_y","fb_leadoff","time_to_second","time_to_third","sb_leadoff"
"43","1884_008_Vis1AK_Home1A",101,1,NA,4794,0.5,0.65,1.6,NA,NA,NA,3530.276,-48.7461,79.7514,NA,NA,NA,3528.926,-24.1188,105.2361,NA,NA,1.34999999999991,32.6749145469426
"44","1884_009.5_Vis1AK_Home1A",65,0,753,NA,0.55,0.7,1.9,1894.698,10.3704,115.7985,NA,NA,NA,1890.348,55.5438,71.9424,NA,NA,NA,10.8829203893073,4.35000000000014,NA,NA
"45","1884_010_Vis2AF_Home2A",89,1,702,471,0.5,0.65,1.55,NA,NA,NA,NA,NA,NA,2977.814,57.0309,73.1742,2976.214,-11.3061,125.0898,11.0314768027676,NA,NA,11.5162873032067
"46","1884_010_Vis3AH_Home3A",276,1,4269,3571,0.5,0.8,1.65,9046.431,11.0769,117.2247,9045.731,-48.0981,78.9306,9042.781,55.3557,77.7438,9042.481,-11.7129,117.7464,15.8463776595789,3.64999999999964,3.25,15.1023691972485
"47","1884_011_Vis3AH_Home3A",48,1,7648,7811,0.6,2.9,3.75,NA,NA,NA,1371.582,-52.4799,76.1946,1366.082,56.7066,78.6258,1365.082,-10.6038,120.2565,16.0956835580226,NA,6.5,12.7188885791959
"48","1884_012_Vis3AH_Home3A",22,0,547,NA,0.45,0.7,2,626.282,10.3119,116.6259,NA,NA,NA,623.532,54.9258,73.0758,NA,NA,NA,12.1499423570649,2.75,NA,NA
"49","1884_012_Vis3AH_Home3A",173,1,4437,NA,0.5,0.6,1.9,6011.882,10.1166,116.3673,NA,NA,NA,6009.032,55.8246,73.215,NA,NA,NA,11.7181932976035,2.84999999999945,NA,NA
"50","1884_012_Vis3AH_Home3A",198,1,475,NA,0.55,0.75,2,6774.032,11.0937,116.943,NA,NA,NA,6771.232,55.5132,73.3899,NA,NA,NA,12.0416033919906,2.80000000000018,NA,NA
"51","1884_014_Vis2AG_Home2A",45,0,6193,NA,0.5,0.6,2,1289.485,9.5322,116.6418,NA,NA,NA,1285.835,55.2633,73.1997,NA,NA,NA,12.038353831816,3.64999999999986,NA,NA
"52","1884_014_Vis4AM_Home4A",207,1,6038,NA,0.45,0.8,2,6940.591,10.0194,116.3211,NA,NA,NA,6936.941,55.0032,73.101,NA,NA,NA,12.1209908522365,3.65000000000055,NA,NA
"53","1884_014_Vis4AM_Home4A",286,1,8890,NA,0.5,0.8,2,9716.091,10.9851,117.1134,NA,NA,NA,9711.791,56.6067,73.1433,NA,NA,NA,11.2246614104836,4.30000000000109,NA,NA
"54","1884_015_Vis4AM_Home4A",5,1,6038,NA,0.5,0.65,1.9,114.275,10.2096,117.0756,NA,NA,NA,110.675,55.2726,72.5373,NA,NA,NA,11.5134721978211,3.60000000000001,NA,NA
"55","1884_015_Vis4AM_Home4A",41,0,460,NA,0.45,0.65,1.9,1179.075,10.6224,117.7857,NA,NA,NA,1174.425,56.9211,71.6262,NA,NA,NA,9.78787717791758,4.65000000000009,NA,NA
"56","1884_015_Vis4AM_Home4A",92,1,6038,NA,0.5,0.6,1.9,2896.875,10.0344,115.9104,NA,NA,NA,2893.225,55.1679,72.9201,NA,NA,NA,11.8768464846524,3.65000000000009,NA,NA
"57","1884_015_Vis4AM_Home4A",126,1,8890,NA,0.5,0.75,2,3945.325,11.7033,118.1694,NA,NA,NA,3940.275,56.8107,72.5181,NA,NA,NA,10.5879876322179,5.04999999999973,NA,NA
"58","1884_016_Vis4AN_Home4A",86,0,NA,9927,0.5,0.75,1.6,NA,NA,NA,3088.385,-47.8923,79.5618,NA,NA,NA,3084.785,-12.1293,118.4283,NA,NA,3.60000000000036,15.0157421188565
"59","1884_016_Vis4AN_Home4A",231,1,9751,NA,0.6,0.8,2,8402.535,12.3708,117.9225,NA,NA,NA,8397.535,57.1827,72.0579,NA,NA,NA,9.99959437677349,5,NA,NA
"60","1884_017.5_Vis1AL_Home1A",23,1,753,NA,0.495,0.825,2.046,658.941,10.9329,117.1728,NA,NA,NA,654.057,54.927,72.1458,NA,NA,NA,11.4418985592427,4.88400000000001,NA,NA
"61","1884_017_Vis1AL_Home1A",7,1,4997,NA,0.495,1.617,2.805,205.695,10.821,117.0402,NA,NA,NA,200.25,55.0731,73.5258,NA,NA,NA,12.4130008156771,5.44499999999999,NA,NA
"62","1884_017_Vis4AN_Home4A",58,1,337,NA,0.55,0.75,1.95,1580.874,11.2146,117.3975,NA,NA,NA,1577.424,56.6583,73.6125,NA,NA,NA,11.598158782324,3.45000000000005,NA,NA
"63","1884_018_Vis1AL_Home1A",184,1,4938,NA,0.55,0.9,2.15,6222.875,11.7906,118.6392,NA,NA,NA,6219.025,55.4268,73.1007,NA,NA,NA,11.8605697472761,3.85000000000036,NA,NA
"64","1884_018_Vis4AN_Home4A",22,0,NA,636,0.45,0.6,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,799.59,-18.1869,123.2139,NA,NA,NA,18.6358928098441
"65","1884_018_Vis4AN_Home4A",146,0,9655,NA,0.5,0.8,1.95,4913.928,10.95,117.3891,NA,NA,NA,4910.378,54.3693,73.5822,NA,NA,NA,12.8942985590531,3.55000000000018,NA,NA
"66","1884_018_Vis4AN_Home4A",156,0,6239,NA,0.45,0.8,2.05,5223.528,10.1415,116.2272,NA,NA,NA,5220.378,57.6585,72.3324,NA,NA,NA,9.98894288751318,3.15000000000055,NA,NA
"67","1884_019_Vis3AI_Home3A",100,1,786,NA,0.55,0.75,2.05,3417.093,10.5309,115.8594,NA,NA,NA,3413.343,55.9599,70.8636,NA,NA,NA,9.79827132559617,3.75,NA,NA
"68","1884_021_Vis3AI_Home3A",82,0,719,NA,0.5,0.75,2.05,2580.123,11.7648,117.762,NA,NA,NA,2576.673,56.4996,71.8974,NA,NA,NA,10.2545560079411,3.45000000000027,NA,NA
"69","1884_022_Vis1AM_Home1A",104,1,737,NA,0.495,0.627,1.848,3243.102,10.9857,116.8056,NA,NA,NA,3238.218,56.1489,71.9058,NA,NA,NA,10.4729411747608,4.88400000000001,NA,NA
"70","1884_022_Vis3AI_Home3A",243,1,404,975,0.528,0.726,1.65,7573.247,10.7496,116.2914,7572.62,-48.2988,78.8805,7569.518,52.455,75.3825,7569.023,-10.3293,118.0392,15.5049002334746,3.72900000000027,3.59699999999975,13.8595390662893
"71","1884_022_Vis3AI_Home3A",267,0,7934,NA,0.462,2.838,3.993,8349.012,12.003,118.3731,NA,NA,NA,8346.57,50.0814,76.7232,NA,NA,NA,18.0937868949538,2.44200000000092,NA,NA
"72","1884_023_Vis3AI_Home3A",175,1,547,NA,0.528,0.693,2.013,6614.103,10.3815,116.9097,NA,NA,NA,6609.351,54.4287,73.6836,NA,NA,NA,12.9351301752244,4.75200000000041,NA,NA
"73","1884_024_Vis2AH_Home2A",102,NA,NA,NA,0.5,0.85,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","1884_024_Vis2AH_Home2A",207,0,2702,5818,0.5,0.65,1.6,6789.027,11.0931,119.2965,6788.177,-47.547,78.8574,6785.577,56.2893,85.314,6785.127,-14.187,119.5242,22.568455474179,3.44999999999982,3.04999999999927,16.1685930940203
"75","1884_025_Vis2AH_Home2A",54,1,5088,NA,0.6,0.6,1.85,1606.922,10.4625,116.889,NA,NA,NA,1603.172,56.5905,74.6874,NA,NA,NA,12.5665889170451,3.75,NA,NA
"76","1884_025_Vis2AH_Home2A",86,1,3442,NA,0.55,0.65,1.95,2671.822,10.9365,116.8125,NA,NA,NA,2668.172,54.2715,73.4808,NA,NA,NA,12.879150472372,3.65000000000009,NA,NA
"77","1884_026_Vis2AH_Home2A",74,1,993,NA,0.5,0.65,1.95,2344.925,11.346,118.2483,NA,NA,NA,2341.375,55.0137,72.6939,NA,NA,NA,11.7992373016225,3.55000000000018,NA,NA
"78","1884_026_Vis4AO_Home4A",110,1,636,467,0.5,0.75,1.55,3947.098,11.7696,118.2732,3946.498,-48.8601,79.7289,3943.798,54.8637,73.7262,3943.398,-14.4102,117.7065,12.6993195144464,3.30000000000018,3.09999999999991,17.3004556671204
"79","1884_027_Vis2AI_Home2A",4,1,5980,NA,0.45,0.7,1.95,90.067,10.6917,116.9679,NA,NA,NA,87.217,53.5095,72.1305,NA,NA,NA,12.4242730370835,2.84999999999999,NA,NA
"80","1884_027_Vis2AI_Home2A",128,1,544,NA,0.45,1.1,2.75,3913.217,11.8167,117.9057,NA,NA,NA,3908.217,56.5971,71.7231,NA,NA,NA,10.0564207360273,5,NA,NA
"81","1884_027_Vis2AI_Home2A",150,1,NA,5980,0.55,0.7,1.6,NA,NA,NA,4671.517,-47.8125,78.9558,NA,NA,NA,4667.517,-10.7952,115.5831,NA,NA,4,15.9170918402201
"82","1884_027_Vis2AI_Home2A",180,0,5642,NA,0.5,0.65,1.8,5702.967,11.8056,117.5754,NA,NA,NA,5698.167,55.5504,74.4855,NA,NA,NA,12.9244012012162,4.79999999999927,NA,NA
"83","1884_030_Vis1AN_Home1A",32,0,NA,753,0.5,0.65,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","1884_030_Vis1AN_Home1A",107,0,NA,626,0.45,0.6,1.45,NA,NA,NA,3331.096,-47.3337,77.6937,NA,NA,NA,3327.246,-11.997,117.105,NA,NA,3.84999999999991,15.7308179698323
"85","1884_031_Vis1AN_Home1A",132,0,435,NA,0.5,0.7,1.9,4421.44,10.5723,116.4192,NA,NA,NA,4417.69,55.3215,71.1267,NA,NA,NA,10.4276794705246,3.75,NA,NA
"86","1884_031_Vis3AJ_Home3A",259,1,786,NA,0.561,0.561,1.881,8546.173,9.846,115.9221,NA,NA,NA,8542.576,55.4463,71.4351,NA,NA,NA,10.5666106060553,3.59700000000157,NA,NA
"87","1884_031_Vis3AJ_Home3A",284,1,3534,NA,0.495,0.627,1.914,9428.132,12.2943,118.0707,NA,NA,NA,9425.096,55.9143,71.4855,NA,NA,NA,10.2948252408674,3.03600000000006,NA,NA
"88","1884_031_Vis3AJ_Home3A",301,1,975,NA,0.495,0.594,1.881,10025.036,11.4636,118.0005,NA,NA,NA,10022.165,55.4706,72.5451,NA,NA,NA,11.3949275719506,2.87099999999919,NA,NA
"89","1884_031_Vis4AP_Home4A",148,1,3424,NA,0.429,0.726,1.914,6815.058,11.175,117.21,NA,NA,NA,6810.339,55.2051,73.0368,NA,NA,NA,11.9452501124924,4.71900000000005,NA,NA
"90","1884_032_Vis1AN_Home1A",166,1,7440,NA,0.594,0.693,1.881,5703.643,10.8357,116.616,NA,NA,NA,5699.254,58.3491,71.9382,NA,NA,NA,9.31453906803766,4.38900000000012,NA,NA
"91","1884_032_Vis1AN_Home1A",286,0,877,NA,0.462,0.693,1.65,NA,NA,NA,NA,NA,NA,9863.627,60.7623,62.4696,NA,NA,NA,2.16191337708059,NA,NA,NA
"92","1884_033_Vis1AO_Home1A",166,0,NA,753,0.5,0.75,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,6415.279,-14.8599,120.0726,NA,NA,NA,16.5155454881151
"93","1884_033_Vis3AJ_Home3A",204,1,547,404,0.5,0.55,1.45,6283.235,11.1567,117.1983,6282.435,-48.2541,78.7023,6278.485,53.7372,77.997,6278.985,-9.9297,118.9707,16.8617484514507,4.75,3.45000000000073,12.9477182769784
"94","1884_033_Vis4AP_Home4A",141,1,337,NA,0.5,0.6,1.9,4399.713,11.3268,117.7737,NA,NA,NA,4396.913,55.8132,74.1711,NA,NA,NA,12.5177333990623,2.80000000000018,NA,NA
"95","1884_034_Vis1AO_Home1A",127,0,537,NA,0.6,1.75,2.6,NA,NA,NA,NA,NA,NA,4452.654,56.0643,70.4907,NA,NA,NA,9.45444006697382,NA,NA,NA
"96","1884_035_Vis1AO_Home1A",78,0,NA,963,0.45,0.7,1.6,NA,NA,NA,2572.683,-49.3752,79.1475,NA,NA,NA,2569.183,-13.3119,116.8107,NA,NA,3.5,16.9355520754418
"97","1884_036_Vis3AK_Home3A",38,1,572,NA,0.462,0.66,2.046,1486.55,11.5299,117.4632,NA,NA,NA,1481.765,55.5027,73.3362,NA,NA,NA,12.0043521162119,4.78499999999985,NA,NA
"98","1884_036_Vis3AK_Home3A",181,0,4886,NA,0.462,0.693,1.914,6230.437,11.3532,117.2958,NA,NA,NA,6227.83,52.5336,73.3707,NA,NA,NA,13.9863031373555,2.60699999999997,NA,NA
"99","1884_036_Vis3AK_Home3A",204,1,547,NA,0.528,0.693,2.112,6876.412,10.7376,116.8899,NA,NA,NA,6872.518,54.2871,72.6876,NA,NA,NA,12.2731925826168,3.89400000000023,NA,NA
"100","1884_037_Vis3AK_Home3A",131,1,8012,8815,0.6,2.4,3,4451.027,12.0045,117.9162,4450.177,-47.9505,79.5009,4444.777,56.0961,77.6436,4445.427,-10.6005,120.3267,15.4318427989012,6.25,4.75,12.6774990096627
"101","1884_037_Vis3AK_Home3A",246,0,8012,8815,0.5,2.05,2.85,NA,NA,NA,8083.727,-50.8299,77.8578,8078.477,55.7205,77.9001,8079.227,-15.228,122.8101,15.8241332230236,NA,4.5,15.8704754185248
"102","1884_038_Vis2AJ_Home2A",67,0,798,334,0.5,0.65,1.5,1968.938,10.9428,117.2211,1968.538,-53.3793,75.3471,1965.138,53.7996,78.4275,1964.238,-9.8556,118.8996,17.1978365037582,3.80000000000018,4.29999999999995,12.9369221811063
"103","1884_038_Vis3AK_Home3A",55,0,565,NA,0.5,0.65,1.9,1799.858,10.9077,117.873,NA,NA,NA,1794.808,55.6248,73.242,NA,NA,NA,11.8563574102673,5.04999999999995,NA,NA
"104","1884_038_Vis3AK_Home3A",75,0,786,NA,0.55,0.65,1.85,2471.258,10.1568,116.2278,NA,NA,NA,2467.308,54.5745,72.036,NA,NA,NA,11.6008985104603,3.94999999999982,NA,NA
"105","1884_038_Vis3AK_Home3A",114,0,975,NA,0.45,0.6,1.85,3577.208,10.9494,117.4746,NA,NA,NA,3573.608,55.6947,72.558,NA,NA,NA,11.2666800828816,3.59999999999991,NA,NA
"106","1884_038_Vis3AK_Home3A",169,0,975,572,0.5,2.6,3.75,NA,NA,NA,5563.608,-46.911,78.1242,5554.508,52.9755,76.9683,5553.658,-12.5412,116.8737,16.4283292254569,NA,9.94999999999982,16.2964038097367
"107","1884_039_Vis2AJ_Home2A",110,1,637,NA,0.45,0.8,2.05,4155.088,10.5738,117.5322,NA,NA,NA,4150.488,55.9947,73.2891,NA,NA,NA,11.6820934296897,4.59999999999945,NA,NA
"108","1884_039_Vis4AQ_Home4A",83,0,9830,NA,0.5,0.65,1.95,2403.168,11.1594,116.7627,NA,NA,NA,2398.618,55.9185,71.5008,NA,NA,NA,10.3037740119822,4.55000000000018,NA,NA
"109","1884_039_Vis4AQ_Home4A",96,1,467,NA,0.5,0.7,1.9,3333.368,11.181,116.6589,NA,NA,NA,3329.568,56.9211,72.0624,NA,NA,NA,10.1469192846893,3.79999999999973,NA,NA
"110","1884_039_Vis4AQ_Home4A",264,1,NA,835,0.45,1.6,2.1,NA,NA,NA,87172.868,-61.3239,67.3512,NA,NA,NA,87166.268,-15.9789,122.9802,NA,NA,6.60000000000582,16.5473117227542
"111","1884_040_Vis4AQ_Home4A",119,0,427,NA,0.5,0.5,1.7,3274.913,10.5471,117.0513,NA,NA,NA,3270.713,56.4786,71.5821,NA,NA,NA,10.0151901814194,4.19999999999982,NA,NA
"112","1884_040_Vis4AQ_Home4A",197,0,868,NA,0.45,0.6,1.85,5701.172,11.8647,117.9153,NA,NA,NA,5696.672,55.7154,73.6455,NA,NA,NA,12.1339508574083,4.5,NA,NA
"113","1884_041_Vis2AK_Home2A",181,0,513,NA,0.45,0.75,2,5652.753,11.136,117.471,NA,NA,NA,5648.153,55.1925,72.6405,NA,NA,NA,11.6440609969203,4.59999999999945,NA,NA
"114","1884_041_Vis4AR_Home4A",32,1,427,636,0.45,0.7,1.55,1013.708,10.8612,117.4215,1013.208,-48.7299,79.9788,1009.058,51.7386,79.2423,1009.108,-10.2501,124.5546,18.9991504875876,4.64999999999998,4.10000000000002,10.6062413309334
"115","1884_041_Vis4AR_Home4A",49,1,5984,NA,0.45,0.8,2.15,1539.308,10.7625,117.2286,NA,NA,NA,1534.208,57.6804,70.3038,NA,NA,NA,8.27117347176324,5.09999999999991,NA,NA
"116","1884_041_Vis4AR_Home4A",190,1,868,NA,0.45,0.7,1.95,6445.808,10.5774,117.2661,NA,NA,NA,6442.008,56.3334,72.9069,NA,NA,NA,11.1756631646628,3.80000000000018,NA,NA
"117","1884_041_Vis4AR_Home4A",259,1,337,NA,0.45,0.8,2,8894.858,12.4815,117.888,NA,NA,NA,8891.308,56.5578,72.9954,NA,NA,NA,11.1261135173069,3.54999999999927,NA,NA
"118","1884_043_Vis2AK_Home2A",9,1,8698,NA,0.462,0.627,1.914,142.167,11.976,118.0776,NA,NA,NA,138.075,55.0413,72.6618,NA,NA,NA,11.7569074560447,4.09200000000001,NA,NA
"119","1884_043_Vis2AK_Home2A",34,0,495,NA,0.462,0.66,1.947,811.969,12.1251,117.666,NA,NA,NA,807.976,55.3107,73.365,NA,NA,NA,12.141595755501,3.99300000000005,NA,NA
"120","1884_043_Vis2AK_Home2A",98,0,495,NA,0.462,0.66,1.947,2782.626,11.2431,117.5694,NA,NA,NA,2778.6,55.923,72.5706,NA,NA,NA,11.1387281751554,4.02600000000029,NA,NA
"121","1884_043_Vis2AK_Home2A",103,0,NA,495,0.429,0.693,2.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,2915.946,-14.8098,121.3014,NA,NA,NA,15.971031087566
"122","1884_043_Vis4AR_Home4A",139,1,2617,NA,0.5,0.7,2,4350.791,11.0217,116.7681,NA,NA,NA,4346.941,55.9098,72.7554,NA,NA,NA,11.2952239995495,3.85000000000036,NA,NA
