"","game_str","play_id","timestamp","ball_position_x","ball_position_y","ball_position_z","Season","HomeTeam","AwayTeam","Day","pitch_time","exchange_time","pop_time"
"45","1884_010_Vis2AF_Home2A",89,2979514,-0.703215,-4.62501,2.259786,"Season_1884","Home2A","Vis2AF","day_010",0.5,0.65,1.55
"46","1884_010_Vis3AH_Home3A",276,9041731,1.69635,-2.394684,0.635691,"Season_1884","Home3A","Vis3AH","day_010",0.5,0.8,1.65
"47","1884_011_Vis3AH_Home3A",48,1365382,0.92205,-7.35051,-0.272058,"Season_1884","Home3A","Vis3AH","day_011",0.6,2.9,3.75
"48","1884_012_Vis3AH_Home3A",173,6007482,2.091123,-5.88216,2.473284,"Season_1884","Home3A","Vis3AH","day_012",0.5,0.6,1.9
"49","1884_012_Vis3AH_Home3A",198,6769332,0.511011,-1.982829,1.427832,"Season_1884","Home3A","Vis3AH","day_012",0.55,0.75,2
"50","1884_012_Vis3AH_Home3A",22,621532,0.645837,-2.431671,1.517691,"Season_1884","Home3A","Vis3AH","day_012",0.45,0.7,2
"51","1884_014_Vis2AG_Home2A",45,1287685,0.1693824,-9.71163,2.4093,"Season_1884","Home2A","Vis2AG","day_014",0.5,0.6,2
"52","1884_014_Vis4AM_Home4A",207,6938941,-1.337721,-5.47446,0.0379317,"Season_1884","Home4A","Vis4AM","day_014",0.45,0.8,2
"53","1884_014_Vis4AM_Home4A",286,9714291,1.41657,-5.18034,1.05225,"Season_1884","Home4A","Vis4AM","day_014",0.5,0.8,2
"54","1884_015_Vis4AM_Home4A",126,3943325,0.2868192,-7.06119,0.0692298,"Season_1884","Home4A","Vis4AM","day_015",0.5,0.75,2
"55","1884_015_Vis4AM_Home4A",41,1177175,1.286184,-1.999134,1.383915,"Season_1884","Home4A","Vis4AM","day_015",0.45,0.65,1.9
"56","1884_015_Vis4AM_Home4A",5,112725,-1.473126,-5.80071,2.003148,"Season_1884","Home4A","Vis4AM","day_015",0.5,0.65,1.9
"57","1884_015_Vis4AM_Home4A",92,2895175,-1.784577,-7.60944,3.15654,"Season_1884","Home4A","Vis4AM","day_015",0.5,0.6,1.9
"58","1884_016_Vis4AN_Home4A",231,8400885,1.13982,-7.05489,1.347504,"Season_1884","Home4A","Vis4AN","day_016",0.6,0.8,2
"59","1884_016_Vis4AN_Home4A",86,3087335,0.645498,-6.96345,-0.336738,"Season_1884","Home4A","Vis4AN","day_016",0.5,0.75,1.6
"60","1884_017.5_Vis1AL_Home1A",23,657225,-1.765683,-7.07067,-0.0896862,"Season_1884","Home1A","Vis1AL","day_017.5",0.495,0.825,2.046
"61","1884_017_Vis1AL_Home1A",7,203220,2.186427,-5.77839,-0.0933198,"Season_1884","Home1A","Vis1AL","day_017",0.495,1.617,2.805
"62","1884_017_Vis4AN_Home4A",58,1579274,-0.914925,-3.95034,3.27699,"Season_1884","Home4A","Vis4AN","day_017",0.55,0.75,1.95
"63","1884_018_Vis1AL_Home1A",184,6221125,1.005717,-8.82219,-0.305574,"Season_1884","Home1A","Vis1AL","day_018",0.55,0.9,2.15
"64","1884_018_Vis4AN_Home4A",146,4912228,0.2780898,-8.01819,0.1577703,"Season_1884","Home4A","Vis4AN","day_018",0.5,0.8,1.95
"65","1884_018_Vis4AN_Home4A",156,5221628,-0.751359,-3.37224,2.419113,"Season_1884","Home4A","Vis4AN","day_018",0.45,0.8,2.05
"66","1884_018_Vis4AN_Home4A",22,801390,1.322364,-5.80587,1.063866,"Season_1884","Home4A","Vis4AN","day_018",0.45,0.6,1.85
"67","1884_019_Vis3AI_Home3A",100,3415293,-0.371325,-5.27271,1.76373,"Season_1884","Home3A","Vis3AI","day_019",0.55,0.75,2.05
"68","1884_021_Vis3AI_Home3A",82,2577823,-1.470636,-6.54936,3.90027,"Season_1884","Home3A","Vis3AI","day_021",0.5,0.75,2.05
"69","1884_022_Vis1AM_Home1A",104,3241584,-0.42888,-6.40149,3.5787,"Season_1884","Home1A","Vis1AM","day_022",0.495,0.627,1.848
"70","1884_022_Vis3AI_Home3A",243,7571597,-0.0431292,-4.85691,0.333393,"Season_1884","Home3A","Vis3AI","day_022",0.528,0.726,1.65
"71","1884_022_Vis3AI_Home3A",267,8350101,7.3206,-21.4473,-0.168,"Season_1884","Home3A","Vis3AI","day_022",0.462,2.838,3.993
"72","1884_023_Vis3AI_Home3A",175,6612552,-0.2291598,-5.78058,0.2827902,"Season_1884","Home3A","Vis3AI","day_023",0.528,0.693,2.013
"73","1884_024_Vis2AH_Home2A",102,3330527,-0.2764245,-4.99497,1.527117,"Season_1884","Home2A","Vis2AH","day_024",0.5,0.85,2.15
"74","1884_024_Vis2AH_Home2A",207,6787077,1.48467,-5.95545,0.914061,"Season_1884","Home2A","Vis2AH","day_024",0.5,0.65,1.6
"75","1884_025_Vis2AH_Home2A",54,1605372,-0.068847,-5.77359,3.39912,"Season_1884","Home2A","Vis2AH","day_025",0.6,0.6,1.85
"76","1884_025_Vis2AH_Home2A",86,2670222,0.714141,-8.1744,0.556902,"Season_1884","Home2A","Vis2AH","day_025",0.55,0.65,1.95
"77","1884_026_Vis2AH_Home2A",74,2343225,-0.868572,-3.97203,2.000946,"Season_1884","Home2A","Vis2AH","day_026",0.5,0.65,1.95
"78","1884_026_Vis4AO_Home4A",110,3945348,0.452355,-2.637573,1.891239,"Season_1884","Home4A","Vis4AO","day_026",0.5,0.75,1.55
"79","1884_027_Vis2AI_Home2A",128,3910767,0.88734,-4.21872,0.0440751,"Season_1884","Home2A","Vis2AI","day_027",0.45,1.1,2.75
"80","1884_027_Vis2AI_Home2A",150,4670567,-2.148828,-3.5883,1.265859,"Season_1884","Home2A","Vis2AI","day_027",0.55,0.7,1.6
"81","1884_027_Vis2AI_Home2A",180,5701367,4.77015,-3.71439,2.242956,"Season_1884","Home2A","Vis2AI","day_027",0.5,0.65,1.8
"82","1884_027_Vis2AI_Home2A",4,88367,0.1335522,-2.893905,2.949057,"Season_1884","Home2A","Vis2AI","day_027",0.45,0.7,1.95
"83","1884_030_Vis1AN_Home1A",107,3329946,0.303972,-3.71766,1.521504,"Season_1884","Home1A","Vis1AN","day_030",0.45,0.6,1.45
"84","1884_030_Vis1AN_Home1A",32,894445,-1.271202,-5.68689,1.900392,"Season_1884","Home1A","Vis1AN","day_030",0.5,0.65,1.8
"85","1884_031_Vis1AN_Home1A",132,4419440,1.45731,-5.91762,0.948429,"Season_1884","Home1A","Vis1AN","day_031",0.5,0.7,1.9
"86","1884_031_Vis3AJ_Home3A",259,8541454,1.066866,-4.07742,0.322347,"Season_1884","Home3A","Vis3AJ","day_031",0.561,0.561,1.881
"87","1884_031_Vis3AJ_Home3A",284,9423644,0.555183,-3.64986,3.63471,"Season_1884","Home3A","Vis3AJ","day_031",0.495,0.627,1.914
"88","1884_031_Vis3AJ_Home3A",301,10020317,-0.709041,-7.44519,1.905666,"Season_1884","Home3A","Vis3AJ","day_031",0.495,0.594,1.881
"89","1884_031_Vis4AP_Home4A",148,6813573,0.521475,-3.15747,3.41154,"Season_1884","Home4A","Vis4AP","day_031",0.429,0.726,1.914
"90","1884_032_Vis1AN_Home1A",166,5698891,1.116213,-6.27552,1.842831,"Season_1884","Home1A","Vis1AN","day_032",0.594,0.693,1.881
"91","1884_032_Vis1AN_Home1A",286,9862208,-0.01728525,-5.95473,1.997025,"Season_1884","Home1A","Vis1AN","day_032",0.462,0.693,1.65
"92","1884_033_Vis1AO_Home1A",166,6416729,1.745343,-8.20311,1.17888,"Season_1884","Home1A","Vis1AO","day_033",0.5,0.75,1.95
"93","1884_033_Vis3AJ_Home3A",204,6281435,-2.561331,-6.64461,1.798608,"Season_1884","Home3A","Vis3AJ","day_033",0.5,0.55,1.45
"94","1884_033_Vis4AP_Home4A",141,4397963,0.2691252,-7.47486,0.00433815,"Season_1884","Home4A","Vis4AP","day_033",0.5,0.6,1.9
"95","1884_034_Vis1AO_Home1A",127,4454754,-0.62562,-6.84687,0.1897839,"Season_1884","Home1A","Vis1AO","day_034",0.6,1.75,2.6
"96","1884_035_Vis1AO_Home1A",78,2571433,0.383112,-3.45261,3.64833,"Season_1884","Home1A","Vis1AO","day_035",0.45,0.7,1.6
"97","1884_036_Vis3AK_Home3A",181,6228490,-1.548024,-4.42251,1.623012,"Season_1884","Home3A","Vis3AK","day_036",0.462,0.693,1.914
"98","1884_036_Vis3AK_Home3A",204,6875026,-0.481488,-3.50163,1.502949,"Season_1884","Home3A","Vis3AK","day_036",0.528,0.693,2.112
"99","1884_036_Vis3AK_Home3A",38,1484966,-0.993258,-4.52157,1.971705,"Season_1884","Home3A","Vis3AK","day_036",0.462,0.66,2.046
"100","1884_037_Vis3AK_Home3A",131,4449627,-23.9706,0.6729,-0.114,"Season_1884","Home3A","Vis3AK","day_037",0.6,2.4,3
"101","1884_037_Vis3AK_Home3A",246,8081077,-2.580888,-3.37311,-1.761189,"Season_1884","Home3A","Vis3AK","day_037",0.5,2.05,2.85
"102","1884_038_Vis2AJ_Home2A",67,1967238,-0.392289,-6.60951,3.05328,"Season_1884","Home2A","Vis2AJ","day_038",0.5,0.65,1.5
"103","1884_038_Vis3AK_Home3A",114,3575558,0.785166,-3.46263,3.90828,"Season_1884","Home3A","Vis3AK","day_038",0.45,0.6,1.85
"104","1884_038_Vis3AK_Home3A",169,5556908,0.856293,-5.04468,-1.163295,"Season_1884","Home3A","Vis3AK","day_038",0.5,2.6,3.75
"105","1884_038_Vis3AK_Home3A",55,1798058,-0.863043,-3.90867,2.509551,"Season_1884","Home3A","Vis3AK","day_038",0.5,0.65,1.9
"106","1884_038_Vis3AK_Home3A",75,2469508,0.1863609,-10.35072,0.752538,"Season_1884","Home3A","Vis3AK","day_038",0.55,0.65,1.85
"107","1884_039_Vis2AJ_Home2A",110,4153288,0.1842936,-5.55354,-0.2604879,"Season_1884","Home2A","Vis2AJ","day_039",0.45,0.8,2.05
"108","1884_039_Vis4AQ_Home4A",264,87170918,7.8972,-5.5563,-0.0561,"Season_1884","Home4A","Vis4AQ","day_039",0.45,1.6,2.1
"109","1884_039_Vis4AQ_Home4A",83,2401268,1.464222,-7.01739,1.382904,"Season_1884","Home4A","Vis4AQ","day_039",0.5,0.65,1.95
"110","1884_039_Vis4AQ_Home4A",96,3331818,0.1969701,-6.27927,1.517898,"Season_1884","Home4A","Vis4AQ","day_039",0.5,0.7,1.9
"111","1884_040_Vis4AQ_Home4A",119,3273563,-1.097565,-7.54305,1.687113,"Season_1884","Home4A","Vis4AQ","day_040",0.5,0.5,1.7
"112","1884_040_Vis4AQ_Home4A",197,5699622,-0.323589,-5.78943,3.28281,"Season_1884","Home4A","Vis4AQ","day_040",0.45,0.6,1.85
"113","1884_041_Vis2AK_Home2A",181,5650953,-2.147208,-3.37593,1.827645,"Season_1884","Home2A","Vis2AK","day_041",0.45,0.75,2
"114","1884_041_Vis4AR_Home4A",190,6444208,-0.628869,-3.1905,2.116629,"Season_1884","Home4A","Vis4AR","day_041",0.45,0.7,1.95
"115","1884_041_Vis4AR_Home4A",259,8893258,1.104165,-2.227104,1.240275,"Season_1884","Home4A","Vis4AR","day_041",0.45,0.8,2
"116","1884_041_Vis4AR_Home4A",32,1012108,-0.54387,-3.13629,1.13892,"Season_1884","Home4A","Vis4AR","day_041",0.45,0.7,1.55
"117","1884_041_Vis4AR_Home4A",49,1537508,-0.0962172,-2.344392,1.354401,"Season_1884","Home4A","Vis4AR","day_041",0.45,0.8,2.15
"118","1884_043_Vis2AK_Home2A",103,2919312,-1.279284,-4.57287,0.972099,"Season_1884","Home2A","Vis2AK","day_043",0.429,0.693,2.013
"119","1884_043_Vis2AK_Home2A",34,810385,0.719022,-4.8144,1.892727,"Season_1884","Home2A","Vis2AK","day_043",0.462,0.66,1.947
"120","1884_043_Vis2AK_Home2A",9,140517,-1.011027,-4.71231,2.178627,"Season_1884","Home2A","Vis2AK","day_043",0.462,0.627,1.914
"121","1884_043_Vis2AK_Home2A",98,2781141,-0.1557078,-4.44165,1.341933,"Season_1884","Home2A","Vis2AK","day_043",0.462,0.66,1.947
"122","1884_043_Vis4AR_Home4A",139,4349091,0.1510536,-5.78067,2.189142,"Season_1884","Home4A","Vis4AR","day_043",0.5,0.7,2
"123","1884_044.5_Vis1AP_Home1A",17,655041,0.1647753,-4.61865,1.54794,"Season_1884","Home1A","Vis1AP","day_044.5",0.5,0.65,1.55
"124","1884_044.5_Vis1AP_Home1A",2,60591,-1.46634,-6.73389,3.27933,"Season_1884","Home1A","Vis1AP","day_044.5",0.5,0.7,1.9
"125","1884_044.5_Vis1AP_Home1A",96,3568045,0.760512,-4.43373,2.076777,"Season_1884","Home1A","Vis1AP","day_044.5",0.55,0.85,2.1
"126","1884_045_Vis1AP_Home1A",25,718156,-0.967674,-4.8819,3.01038,"Season_1884","Home1A","Vis1AP","day_045",0.45,0.7,2.05
"127","1884_046_Vis1AP_Home1A",146,4675430,0.668214,-7.79535,3.60831,"Season_1884","Home1A","Vis1AP","day_046",0.5,0.6,1.95
"128","1884_048_Vis1AQ_Home1A",135,4334521,-0.9804,1.1082,-0.0168,"Season_1884","Home1A","Vis1AQ","day_048",0.6,0.95,1.75
"129","1884_049_Vis1AQ_Home1A",41,1308012,1.080618,-6.88515,1.63752,"Season_1884","Home1A","Vis1AQ","day_049",0.5,0.8,1.95
"130","1884_050_Vis1AQ_Home1A",129,4322434,1.007325,-5.64261,0.816369,"Season_1884","Home1A","Vis1AQ","day_050",0.528,0.693,2.013
"131","1884_051_Vis3AL_Home3A",104,3007476,-1.125168,-4.45455,3.20031,"Season_1884","Home3A","Vis3AL","day_051",0.5,0.9,2.05
"132","1884_051_Vis3AL_Home3A",258,8706943,-0.656043,-4.64961,0.863256,"Season_1884","Home3A","Vis3AL","day_051",0.5,0.7,1.5
"133","1884_051_Vis3AL_Home3A",60,1532926,0.953289,-3.22293,0.575511,"Season_1884","Home3A","Vis3AL","day_051",0.55,0.75,1.95
"134","1884_051_Vis4AS_Home4A",32,936244,0.1507326,-7.10715,-0.83901,"Season_1884","Home4A","Vis4AS","day_051",0.6,0.7,2
"135","1884_054_Vis4AT_Home4A",141,4774242,-0.480801,-5.33094,-1.117725,"Season_1884","Home4A","Vis4AT","day_054",0.5,0.8,2
"136","1884_054_Vis4AT_Home4A",164,5585392,0.328482,-6.87357,1.449183,"Season_1884","Home4A","Vis4AT","day_054",0.5,0.65,1.9
"137","1884_054_Vis4AT_Home4A",40,1314562,-0.488382,-2.859666,0.892965,"Season_1884","Home4A","Vis4AT","day_054",0.5,1,2.3
"138","1884_055_Vis4AT_Home4A",101,3080688,-1.368522,-2.251965,2.724879,"Season_1884","Home4A","Vis4AT","day_055",0.45,0.75,1.9
"139","1884_056_Vis1AR_Home1A",100,3368019,0.670647,-5.80179,1.596633,"Season_1884","Home1A","Vis1AR","day_056",0.561,0.627,1.815
"140","1884_056_Vis1AR_Home1A",192,6485631,-1.772028,-5.27175,-0.75759,"Season_1884","Home1A","Vis1AR","day_056",0.594,2.475,3.333
"141","1884_056_Vis1AR_Home1A",76,2676536,-1.00569,-7.5129,1.37562,"Season_1884","Home1A","Vis1AR","day_056",0.495,0.726,1.947
"142","1884_057_Vis2AL_Home2A",251,8113324,0.849693,-0.9771,-0.2396463,"Season_1884","Home2A","Vis2AL","day_057",0.55,0.75,1.65
"143","1884_058_Vis2AL_Home2A",210,6870714,-1.363659,-5.11017,0.667065,"Season_1884","Home2A","Vis2AL","day_058",0.5,0.7,1.85
"144","1884_059_Vis1AS_Home1A",183,6360523,1.525902,-7.52943,1.529427,"Season_1884","Home1A","Vis1AS","day_059",0.5,0.9,2.15
"145","1884_059_Vis1AS_Home1A",202,7050223,-0.644868,-8.09535,1.699086,"Season_1884","Home1A","Vis1AS","day_059",0.45,1.05,1.9
"146","1884_059_Vis1AS_Home1A",239,8252173,0.947058,-4.70055,3.49737,"Season_1884","Home1A","Vis1AS","day_059",0.45,0.65,1.9
"147","1884_059_Vis1AS_Home1A",91,3079470,1.697538,-7.85781,1.292556,"Season_1884","Home1A","Vis1AS","day_059",0.55,0.6,1.9
"148","1884_060_Vis1AS_Home1A",17,453425,1.40109,-6.15609,0.861729,"Season_1884","Home1A","Vis1AS","day_060",0.55,0.7,1.95
"149","1884_060_Vis1AS_Home1A",46,1427425,1.162839,-4.50657,0.950538,"Season_1884","Home1A","Vis1AS","day_060",0.45,0.75,1.9
"150","1884_060_Vis1AS_Home1A",98,3668008,-0.568935,-5.49864,0.931827,"Season_1884","Home1A","Vis1AS","day_060",0.5,0.7,2
"151","1884_060_Vis2AL_Home2A",151,4613933,1.184097,-6.6687,1.635144,"Season_1884","Home2A","Vis2AL","day_060",0.55,0.8,2.05
"152","1884_062_Vis2AM_Home2A",54,1500509,-1.601088,-3.31224,0.680772,"Season_1884","Home2A","Vis2AM","day_062",0.5,0.7,2
"153","1884_063_Vis2AM_Home2A",154,5185965,-0.488982,-3.87015,2.156664,"Season_1884","Home2A","Vis2AM","day_063",0.462,0.66,1.848
"154","1884_063_Vis3AM_Home3A",146,4762081,0.61599,-5.98224,1.350849,"Season_1884","Home3A","Vis3AM","day_063",0.45,0.65,1.95
"155","1884_063_Vis3AM_Home3A",60,2172531,-0.377145,-7.10805,-1.147095,"Season_1884","Home3A","Vis3AM","day_063",0.5,0.7,1.55
"156","1884_064_Vis3AM_Home3A",48,1169824,0.865452,-6.22338,2.571864,"Season_1884","Home3A","Vis3AM","day_064",0.5,0.55,1.8
"157","1884_065_Vis1AT_Home1A",21,550218,1.191198,-4.20969,0.778263,"Season_1884","Home1A","Vis1AT","day_065",0.55,0.75,2
"158","1884_066_Vis1AT_Home1A",118,4386827,-0.0457074,-4.43385,2.157912,"Season_1884","Home1A","Vis1AT","day_066",0.55,0.6,1.9
"159","1884_066_Vis1AT_Home1A",97,3473127,-1.404351,-3.54831,3.18462,"Season_1884","Home1A","Vis1AT","day_066",0.55,0.6,1.85
"160","1884_067_Vis1AT_Home1A",154,5309127,-1.025631,-3.50892,2.570616,"Season_1884","Home1A","Vis1AT","day_067",0.45,0.7,2
"161","1884_067_Vis1AT_Home1A",192,6692827,-1.419564,-8.16498,4.43652,"Season_1884","Home1A","Vis1AT","day_067",0.5,0.7,1.85
"162","1884_067_Vis1AT_Home1A",228,8125127,0.864717,-7.65939,0.462558,"Season_1884","Home1A","Vis1AT","day_067",0.5,0.75,2.05
"163","1884_067_Vis1AT_Home1A",72,2632977,-0.2783676,-5.29017,2.435925,"Season_1884","Home1A","Vis1AT","day_067",0.45,0.8,1.7
"164","1884_068_Vis4AU_Home4A",16,433262,0.986166,-2.169912,1.271133,"Season_1884","Home4A","Vis4AU","day_068",0.5,0.7,2.05
"165","1884_068_Vis4AU_Home4A",242,8592162,1.445547,-3.97446,1.379211,"Season_1884","Home4A","Vis4AU","day_068",0.45,0.7,1.9
"166","1884_068_Vis4AU_Home4A",31,1053362,-1.127064,-5.69301,2.869989,"Season_1884","Home4A","Vis4AU","day_068",0.45,0.65,2
"167","1884_070_Vis4AU_Home4A",153,4502878,1.756317,-6.30003,-0.491013,"Season_1884","Home4A","Vis4AU","day_070",0.462,0.792,1.98
"168","1884_071_Vis2AN_Home2A",149,5244720,2.290296,-16.19778,0.2275266,"Season_1884","Home2A","Vis2AN","day_071",0.55,0.75,1.55
"169","1884_071_Vis2AN_Home2A",212,7485570,0.451845,-5.65212,0.803946,"Season_1884","Home2A","Vis2AN","day_071",0.6,0.6,1.8
"170","1884_074_Vis1AU_Home1A",50,1678604,0.756279,-4.25457,2.639787,"Season_1884","Home1A","Vis1AU","day_074",0.45,0.65,1.9
"171","1884_075_Vis3AN_Home3A",111,3304175,0.546564,-2.010906,1.955574,"Season_1884","Home3A","Vis3AN","day_075",0.45,0.65,1.95
"172","1884_075_Vis3AN_Home3A",155,4823025,-0.551028,-3.91797,2.011065,"Season_1884","Home3A","Vis3AN","day_075",0.55,0.65,1.5
"173","1884_075_Vis3AN_Home3A",164,5109225,0.7407,-6.64389,1.445229,"Season_1884","Home3A","Vis3AN","day_075",0.5,0.6,1.9
"174","1884_076_Vis3AN_Home3A",114,3327244,-0.894393,-4.02948,1.770801,"Season_1884","Home3A","Vis3AN","day_076",0.5,0.6,1.9
"175","1884_077_Vis1AU_Home1A",147,5970560,2.002905,-7.65015,1.992588,"Season_1884","Home1A","Vis1AU","day_077",0.495,0.693,1.98
"176","1884_077_Vis1AU_Home1A",174,7044451,0.729861,-4.01808,2.729259,"Season_1884","Home1A","Vis1AU","day_077",0.561,0.66,2.079
"177","1884_077_Vis1AU_Home1A",202,8116457,1.015332,-5.03316,3.20274,"Season_1884","Home1A","Vis1AU","day_077",0.495,0.627,1.947
"178","1884_077_Vis3AO_Home3A",15,311890,0.819579,-3.48744,1.418919,"Season_1884","Home3A","Vis3AO","day_077",0.5,0.7,1.95
